KeywordID,CategoryID
174,10
202,10
146,10
174,10
174,10
177,10
174,10
146,10
174,10
174,10
189,10
174,10
174,10
174,10
203,10
146,10
174,10
174,10
173,10
146,10
177,10
174,10
177,10
146,10
146,10
174,10
146,10
174,10
173,10
174,10
177,10
174,10
174,10
204,10
174,10
173,10
174,10
146,10
174,10
177,10
174,10
174,10
146,10
177,10
173,10
173,10
174,10
174,10
173,10
174,10
177,10
174,10
174,10
185,10
173,10
146,10
174,10
146,10
195,10
146,10
185,10
146,10
173,10
205,10
186,10
132,10
174,10
174,10
146,10
174,10
30,10
174,10
177,10
177,10
174,10
173,10
146,10
174,10
174,10
177,10
173,10
146,10
173,10
177,10
174,10
174,10
178,10
185,10
206,10
207,10
146,10
173,10
174,10
146,10
174,10
146,10
174,10
208,10
174,10
146,10
173,10
146,10
174,10
174,10
173,10
146,10
173,10
185,10
190,10
185,10
146,10
146,10
209,10
174,10
174,10
174,10
177,10
177,10
173,10
210,10
209,10
174,10
146,10
174,10
186,10
173,10
188,10
146,10
174,10
202,10
173,10
211,10
146,10
212,10
174,10
174,10
174,10
174,10
174,10
186,10
146,10
146,10
173,10
174,10
174,10
188,10
174,10
146,10
174,10
174,10
146,10
188,10
146,10
177,10
213,10
177,10
146,10
186,10
174,10
146,10
146,10
174,10
174,10
214,10
215,10
173,10
173,10
185,10
146,10
173,10
177,10
177,10
185,10
146,10
174,10
216,10
173,10
185,10
173,10
146,10
185,10
146,10
174,10
174,10
174,10
146,10
174,10
174,10
146,10
174,10
217,10
174,10
174,10
173,10
174,10
173,10
173,10
185,10
174,10
185,10
174,10
174,10
177,10
146,10
218,12
218,12
